text,commenter_channel_display_name,comment_publish_date,video_id,platform,label
Bro says we are hist gonna listen to a doctor because they said to but why would I listen to a influencer cuz he said to,slothbroth7,1665881894.0,sClf1AE5IlQ,Youtube,-1
So about Asian fishing it's a really interesting topic because I've been told I'm an Asian Fisher and it's because I did a cosplay of an anime character and I did classic anime makeup like you see in a lot of cosplayers I was 14 and it was Halloween but also in my regular day I like to where Sanrio shirts and shirts with Japanese words on them sorry it's got offends you I'm just being aesthetic,moomin.troll_,1689599570.0,HPc0nOxEmF0,Youtube,0
I have ocd I think because I thought I was just wierd,Kelly_Drawz_Dresses,1670557367.0,GqgRCPs1bdo,Youtube,0
"😂😂 Mikko be like: ""it's not giving what it was supposed to give""",Prince  Froggy,1685786486.0,8e8lN2GvYv0,Youtube,0
So what exactly did you pointing at the lady add to the video?,CMDRGrey1,1692454112.0,RC1919tTab0,Youtube,0
Tiktok= COO COO,LaVander Williams,1666963507.0,BcKuX6TV1To,Youtube,0
You start to notice all the little things. Autism is a combination of a lot of little things. She’s precious!,foxopossum,1666413672.0,-gCSzvsCWCU,Youtube,0
WHY AM I CRYING? WHEN I SAW HEr CRYING I STARteD CRYING OMG:') ur daughter is adorable by the way<33 She really takes after her mom you are really pretty!,mei,1677440045.0,-gCSzvsCWCU,Youtube,0
"Yeah, I have OCD and if I don’t do the things that my mind is telling me it bothers me the whole day 😕",MR.MUFFINS YT,1670744938.0,GqgRCPs1bdo,Youtube,0
we should support anyone whos having a hard time with any of that stuff and our insecurities make us who we are right now,Fizzy !,1686340234.0,a54ae-6r2wo,Youtube,0
I have anxiety and it’s not easy and I also have social anxiety I hate when people stare at me I just think that they’re judging me and that presentation is the worst everyone stares at you and feel that they are judging you,Keiko,1666480358.0,FDJkQ1vD4IQ,Youtube,0
Aw❤,Karrot Low,1676298627.0,sNmdOlHw9tA,Youtube,0
yeah,Mirian Rivera,1660877916.0,MXAUwEVIL7E,Youtube,0
And I thought I  was just being lazy,Guizhong,1694156871.0,PGu2-QOfLBA,Youtube,0
It means u always are so hyper,fatima shabbir,1682761222.0,GqgRCPs1bdo,Youtube,0
​@xobelladonnai feel sorry for your brother.,mr.ambush,1691481516.0,-gCSzvsCWCU,Youtube,0
I have OCD too and it’s hard,"Cora and my beautiful, handsome cat",1698430347.0,GqgRCPs1bdo,Youtube,0
I doubt he's more ignorant than you...,@bambooqueue9093,1665626039.0,hF9dLAw1boE,Youtube,-1
It will get better I promise,Sarellah,1674698887.0,QnCVCHKayOw,Youtube,0
Nice,@gischala,1685062040.0,XSICXA8LyFA,Youtube,0
I THINK I HAVE ADHD AND OCD 😭👍,💗 Wander Lust 💗,1698413021.0,GqgRCPs1bdo,Youtube,0
That's different,LovesRolopigeo,1692756144.0,3ePM7727_ug,Youtube,-1
"I think I have ocd then-
Cuz when ever a door closes I have to jump otherwise karma will happen",Faceless 🩷ッ,1671074905.0,GqgRCPs1bdo,Youtube,0
"Same, I've grown up with femoral rotation making my toes go inwards, so my brain has learned to overcompensate by catching myself really good lol",rs,1688280436.0,4e9-6N3ffFA,Youtube,0
Yes!!!!!,tara bloom,1671795455.0,ih_t7x9LYLE,Youtube,0
I can also relate to everything you said for example when my mind tells me to touch the table 8 times or else my friend dies,Zuhairsanrio,1680898711.0,GqgRCPs1bdo,Youtube,0
Absolute legend,@christopherpineda9124,1681687856.0,2uE8YsXdloA,Youtube,-1
i have ocd + adhd it's really hard to stay focused.,☆-୨Eunseo୧-☆,1687193899.0,GqgRCPs1bdo,Youtube,0
"Dont understand,why should antidepressant medications cause Apathy?",Douglas Han,1662554964.0,62lcuqA1S6Q,Youtube,0
@Bean! right? Like the 'essential oil' people.,Venom G,1666809667.0,-gCSzvsCWCU,Youtube,0
Blessings and healing sister. 🩷 Love you,EarthAngel KTTS222,1692168424.0,Tyq492QJOkw,Youtube,0
"Detox, Yah’ki Awakened Master Herbalist, Minister of Wellness, Medical Medium Anthony Williams.  Thankfully there are cures.",raw vibe,1666999848.0,-gCSzvsCWCU,Youtube,0
"So true!!!!!!! I love your channel so much, you help give me so much more confidence and see myself for who I am, not who I'm trying to be or think I should be and you've helped my happiness so much!!!!!!! I now smile looking at my perfect imperfections in the mirror instead of become ashamed of them ❤️❤️",Alexus Summers,1686531515.0,a54ae-6r2wo,Youtube,0
is there an autistic disney character,Sythe57,1691436782.0,QZYfVcw9gmU,Youtube,0
"I think Demon of Blasphemy is annoying me,,sometimes when my mind is too much filled with Blasphemy,, I think it's just an overthinking. I'm not sure if I really have this demon",Paulian Hauzel,1679318015.0,Szew595ukwY,Youtube,-1
I have ocd (not sd) and I can realte to ariel,Walter White,1690089398.0,QZYfVcw9gmU,Youtube,0
"you haters really think Joe is doin a great job? he has trouble with alot of words & gettin em out on many occasions, & thats ok , so his thinking isnt impaired ? its early stages of Alzheimer’s / dementia… thats ok tho right…? how bout the administration as a whole ? cmon people.",Philip,1688503489.0,JGw_BzwtqtM,Youtube,0
Honestly my parents make my life suck now,🩵Cori♡,1669106457.0,H5QI9xo1xOI,Youtube,0
wouldn't Alice in wonderland have Alice in wonderland syndrome?,Stubnxt_372,1690414682.0,QZYfVcw9gmU,Youtube,0
Ice water slows down adrenaline,@itzjustlexx,1683170362.0,Pnh7l_SiR_0,Youtube,0
I'm schizophrenic and alot of times I do experience and see the the things Alice saw 😶...,Ocean🦪Breeze,1690094954.0,QZYfVcw9gmU,Youtube,0
FIRST,Tango_kit,1676848103.0,HQjbKlb1mZk,Youtube,0
"Amen. Jesus Christ is Lord. I pray if you are not saved, that you are saved. That you believe.
That you believe that Jesus Christ (God's only son) died on the cross for our sins, so that whoever believes in him (as Our Lord And Savior) shall not perish, but have eternal life (paraphrasing John 3:16). Join us. Join me. Join God. Believe, and be saved, so that you might be in heaven with Our Lord when your time comes, and that I might see you in heaven. God loves you. Jesus loves you. I love you as a brother or sister in Christ. I pray we all grow closer to Our Lord. God bless and have a good day",@Rush-One,1697250557.0,EpNQyQ6FSo0,Youtube,0
And we have to be ok w it. Who said life was fair,salcity1,1690831789.0,RC1919tTab0,Youtube,0
so do i have ocd?,Purdy ,1671556876.0,GqgRCPs1bdo,Youtube,0
Do you have full episodes available?  I find all your videos so interesting and I would love to watch the whole thing,Kathryn Helfrich,1685789966.0,VLuoYiDExNM,Youtube,0
"My ADHD is too severe to sit there and do tapping, but I want to try..",Lizzy,1691382801.0,EwTOYpGK1Q8,Youtube,-1
"Everyone saying: “todays the day I found out I was depressed”
Jayus: it’s happens to people who’ve had depression for a while",ur mom,1658540024.0,MXAUwEVIL7E,Youtube,0
Ngl I used to have thoughts like this,PRG3,1671274718.0,GqgRCPs1bdo,Youtube,0
"Used to love smoking, now i smoke even 0.1 grams ill go into extreme panic mode, now the only time i can smoke without panicing is when im halfway down a bottle of liquour for some reason...",fadez avelli,1687338701.0,wqBAohnacCk,Youtube,0
Anxiety is my disorder,Cindy Robertson,1692502670.0,s18lVVyFLYk,Youtube,0
Lol I'm feeling attacked😅,▪︎ Parzival Wolf ▪︎,1658659428.0,MXAUwEVIL7E,Youtube,0
"Got a question for anyone who's willing to answer.
I've been dating this girl for about a month and a half now and it seems to be going ok. She's kind and sweet however we only get to see each other Friday nights and all day Saturday before one of us have to drive home.
Now that's fine it's been working out so far but here's what's bothering me. When we text or call it's always me who has to message or call her. If I don't I won't hear from her till the weekend and when I do text her it's always me asking how's your day been going and all that other stuff. She never asks me anything like that which is ok it's not too important but it wouldn't hurt to ask at least once or engage with me.
So the question is what should I do about this situation I'm in? Should I do nothing or what. I wanna say something but I don't wanna come off as needy or anything. What y'all think",Lovely Gamer,1674124361.0,erbXyUpLVus,Youtube,0
Since when is she a right wing person?,@Holyluckdan,1683584872.0,jWH4yjOP9JI,Youtube,0
Can u do ADHD next plz,Darkfeather,1674876305.0,GqgRCPs1bdo,Youtube,0
I might just have ocd,Mehgan2.0,1671475323.0,GqgRCPs1bdo,Youtube,0
this is what I do all the time if my mind tells me to do something otherwise my parent will die then I’ll do it,valerie,1670904918.0,GqgRCPs1bdo,Youtube,0
Beautiful that he is enjoying life and happy on his birthday ❤️❤️❤️❤️,Nikita Washington,1690252070.0,l2KuxKGImMw,Youtube,0
Nobody wants to listen or look,Biz Niz,1682219809.0,BcKuX6TV1To,Youtube,0
"I blame it on being a weeb for wearing a house shoes, plus I have OCD and Plantars Fascitis 😅",Macie Savage,1697963680.0,fz6dbtnwEi0,Youtube,0
spread the gospel of the lord,WHNC,1648826454.0,2n-GS8LUddU,Youtube,0
Peace ❤😇,@cindyhopesays,1693191697.0,OiARN50RBcQ,Youtube,-1
I do all of these (except drugs),Libbyyyy,1658578856.0,MXAUwEVIL7E,Youtube,0
There's a great men's mental health movement in Australia called Men's Sheds. Some women get very upset by them.,Michael Pilling,1689388432.0,ZwO0rervo8o,Youtube,0
I have  that =),Lou Boo,1652745897.0,2n-GS8LUddU,Youtube,0
"Than she saw a way to make more money for herself, so she studied men.",80sShred,1693800371.0,RC1919tTab0,Youtube,0
I swear to god I saw her on CP24💀(I might be wrong idk),ADHDMore_LikeADHPLS,1665275676.0,ao9QHIrU3_Y,Youtube,0
Dopey,Elliott Bailey,1691257193.0,QZYfVcw9gmU,Youtube,0
Wanting to talk and be someones friend for months and now you have 3 weeks till school ends-,BlindInLatin,1651476718.0,2n-GS8LUddU,Youtube,0
Looks like I have AHDH 😶,Bhanu Harshitha,1682810028.0,3QHBfE64LHU,Youtube,0
I regret waiting until my depression evolved into a much bigger problem (therefore making me low functioning) before I seek help,Kitten Mimi,1694967254.0,iiHAnwJo69g,Youtube,0
Great lesson! 🙏🙏🙏👍👍👍❤️❤️❤️,American ⚖️,1707182370.0,SAuWPHgEeqgi,Bitchute,0
"i'm the one that has a thought about every single thing around me ""oh that tree... and then that plant... and there's a crack there there and there""",tex,1694837514.0,4e9-6N3ffFA,Youtube,0
Making white characters black is a disorder,ShitStorm,1692543716.0,QZYfVcw9gmU,Youtube,0
"I went through a terrible fall out, (were talking horrible messages ect...) Every day now I have anxiety attacks at night about school that day, Panic attacks before I have to go to school, my mum showed me this video because she thinks I have it, if this is some of the symptoms (which I know are) then I probably have it. 

You helped me get through that fallout with some of your vids. Thanks alot!",swaggy.gracexo,1650187416.0,2n-GS8LUddU,Youtube,0
Thank you for a good representation of OCD. I actually have OCD myself and this made me happy to know not everyone thinks it’s just organization.,*Silver & Gacha*,1674769797.0,GqgRCPs1bdo,Youtube,0
"Yes but in this example your natural instinct is to not touch the stove because it will cause damage to you, but getting up off the couch... will not lead to you going to the ER",Bryce Kenny,1690670382.0,PGu2-QOfLBA,Youtube,0
Thank you,MagicWithThomas,1690095228.0,oKLJ41B0zGY,Youtube,0
"AHAHAHAHAHAHAHAHAHAHA That first one has me ROLLING. Also, that is me. 24/7. I bump into walls more often than I can count. lol Thank you for this <3",Erica,1697771617.0,4e9-6N3ffFA,Youtube,0
King,Federico,1667093627.0,BcKuX6TV1To,Youtube,0
My jaw dropped on how accurate this is to my depression,Perk,1658567782.0,MXAUwEVIL7E,Youtube,0
"Hey I love your videos, you are so gentle and empathetic with your daughter. But as an autistic person I would like to ask you to rethink the idea that autism is some sort of disease that needs curing. It is said with good intent but to someone who is autistic it feels like another reminder that we’re different and a burden. We cannot change our brain structures anymore than you can, but we’re still humans with like….. real sentience, and we are usually always constantly aware on some level that we make everything harder for everyone around us.",Garfield,1665112157.0,-gCSzvsCWCU,Youtube,0
Not a real thing. Just delusion.,BadHog,1684627992.0,PGu2-QOfLBA,Youtube,0
Vai avanti anima bella❤❤❤❤,Napul é,1691441076.0,Tyq492QJOkw,Youtube,0
So both me and my best friend have ADHD and he has what people call the “hyper” ADHD (number 1) and I have the “distracted” ADHD (number two) thank you for spreading awareness for people who can relate to these!,@reeseedits,1683319275.0,jqffqAJRRLY,Youtube,0
"I’m type one, it can be a f&$king nightmare",@Saint343,1690437157.0,jqffqAJRRLY,Youtube,0
"YESSSSSSSSSSSSSSSSSSSSSSSSSSSS!!!!
❤️",A Maciel,1685414291.0,a54ae-6r2wo,Youtube,0
Bc somewhere there might be one that's spending what they can't afford and have other issues they are dealing with. In this case a person does not have their excited sense bc I think unconsciously it goes against their beliefs.  They would prob prefer donating to places suffering famine.,Esther,1672996520.0,pBt9OAs3YaU,Youtube,0
"@Neokandi The Fanged or imagine if you are with all of the types of ADHD all of the types with impulsivity issues it’s literally I think one of the more severe cases that my psychiatrist I’ve seen like honestly I can’t stop myself from masturbating I can’t stop myself from doing anything I’m supposed to go to work. Everyone just keeps telling me and I do go. I go every single day but I can’t leave the house for some reason if there’s been trauma associated with like when I get it if I forgotten anything and I get to work and on my way to work, and I realize that I forgot the most annoying, obsessive nagging thought and feeling that I’ve ever had even though it’s the same every time it always feels like the worst feeling I’ve ever had for me all freaking day long and I hate dangerous because it’s always something where I am trying to get myself either either my vote is not tone or I’m trying to do something that I need to do for finances always there’s something that is most important and of most important and it depends solely on me and my motivation and it’s awful. It’s an awful feeling because I could never just have all my oh my ducks in a row never either I feel like shit and can’t get naked from my husband because I haven’t been working out or feel like shit because I can’t go outside because I haven’t been doing my face treatments and keeping up with my Botox. This is something every time and you as an individual I have to remember to do it right now. I have a freaking bladder infection because I can’t stop to drink water or make myself drink water debilitating I don’t get a vacation at work because I’m always late so I haven’t had a vacation or any personal time in over three years now. Waze always criticized all the time. Oh now if you don’t get at least 30 hours at work they’re gonna take all your personal time and all your vacation time and I’m gonna say I like it so easy to fixes need a vacation the whole year six months that if I take it in January, I usually have to use it to add to reach out because the checks are so little and 40 hours of bills, and the worst stress gets piled on the worst just gets added to this being the reason why we can’t survive the harder. It is to fix it it’s just like a catch 22 I have my whole life had this problem where I will literally cause myself to fail because I don’t believe that I can do something so I will just self sabotage always and I don’t know why I don’t know why I don’t believe in myself. I don’t know why I’ve never been able to do you know I always got good grades in school I think I was it response somewhere in there there’s always trauma related to it who is this feeling? This is that causes me to disconnect and then I can’t like relearn the connection in my brain. I literally have thought about getting hypnotized but then I worry that it did. it’s like an invitation for inviting evil spirits and you know already think that that’s why it’s bad as it is because I did drugs are so many years is self-medicating. I’m just worried to be better to be in a failure literally every day I try every day I feel I’m so tired I don’t wanna sleep because I was so what does that you know the cycle of the same over and over and over?",APRIL GROSVENOR,1686304889.0,PGu2-QOfLBA,Youtube,0
FAILED...... YOU ARE A FOOL.,chef sam,1686347083.0,JGw_BzwtqtM,Youtube,0
"@jenbailey5203no.  Not in the way that men care. They care so long as you are their workhorse.  Useful.  The minute things get uncomfortable they are all sour grapes.  

The truth is this. If wife and kids cared as you say , they wouldn’t spend money to begin with , to put you into the position of having to work so hard to keep them in a lavish lifestyle.  The care would happen before.  Not after he’s at a low point.",Putter Vids,1691083779.0,RC1919tTab0,Youtube,0
@@Allyson-365 ik thx,@Tristen-cantposted,1683495359.0,jqffqAJRRLY,Youtube,0
I know what you mean.,TJ Taylor,1672754921.0,-gCSzvsCWCU,Youtube,0
"As a fellow autistic person I thank you for learning about it rather than just thinking we act weirdly! Autism affects people in many ways, way more than just how they act! ❤",HoT cHoCoLaTe,1697518613.0,fz6dbtnwEi0,Youtube,0
I feel it.,𝐒𝐢𝐮𝐥𝐦𝐢_𝐳𝐩𝐭. Toca girl,1673219005.0,_MS_j7Ecc6k,Youtube,0
I like your glasses,Diamond doggyy,1658654709.0,MXAUwEVIL7E,Youtube,0
❤❤❤❤❤❤,inez Uzzell,1676432433.0,-gCSzvsCWCU,Youtube,0
facts.,Bianca Dedvukaj,1670566964.0,GqgRCPs1bdo,Youtube,0
"Don't set arbitrary rules. You're not a computer. I agree don't wallow in your own self pitty. But that means get out and seek help from loved ones that care.

I said what you always said, until I noticed I have my own limits and recovery time. Especially with burnout, it's difficult to manage burnout.

So don't be too hard on yourself, take as much time as you need. Just make sure to not sit in depression for the sake of it. Allow it to come, and then seek love and care. Accept and act. But usually when we ""feel ready"" differs from pwrson to person. And sometimes things are really hard and you need external help, you don't always feel ready when you're supposed to. 

We need to stop telling ourselves we are ""waisting"" time, or we are too weak. 

You are who you are, you are your only frame of reference. Don't compare yourself to others. Life isn't a race... Even when everyone screams at you it is.

Love and peace. ✌️☮️",lightGiver42,1663181511.0,H5QI9xo1xOI,Youtube,0
"@Milkshakey you're welcome, just what everyone needed to hear. It gets better, trust me. 💗",sanrio 🫶🏻,1674632560.0,GqgRCPs1bdo,Youtube,0
She is my spirit animal i swear. We would be besties 😂😂😂,malloryy,1676071144.0,erbXyUpLVus,Youtube,0
"⚡️⚡️ watch this video to help spread the gospel with me! 
https://youtu.be/Aa2IetMng9g",Ian Ross,1666402575.0,msZG1Cryu-c,Youtube,0
"As someone with ADHD, i can confirm this is very relatable

ADHD gang
👇",Astro_Cat,1676818995.0,3QHBfE64LHU,Youtube,0
"I dont wear house shoes, but that cuz my feet have heat sensitive. I hate my feet being confined. I usually end up walking on my toes to avoid as much dirt as possible on the ground",AgenArts,1682147038.0,fz6dbtnwEi0,Youtube,0
This is exactly how I feel everyday thanks for spreading it 😊,Frog ._.,1660309685.0,b6WKN64k_mc,Youtube,0
A little to fare this shit has run a muck literally out of control,perryjoe17,1667109639.0,BcKuX6TV1To,Youtube,0
She is so cute❤❤❤❤❤❤❤❤❤❤,Jada John,1665906338.0,-gCSzvsCWCU,Youtube,0
"Sleep better bros, testosterone increases during sleep",saloona_,1691243048.0,FRnLETy5TdA,Youtube,0
"Big Pharma make billion dollars on addictive drugs.The Church make nothing,they pay for the help.",Håkan Juhlin,1683867053.0,Szew595ukwY,Youtube,-1
She adorable,Melissa's Rainbows🌈 💐,1691212895.0,-gCSzvsCWCU,Youtube,0
Please detox that poor baby! Heavy metals cause allot of this.,Stacy Rutledge,1675074367.0,-gCSzvsCWCU,Youtube,0
This is truth ✝️,Jason Brufatto,1680227386.0,Szew595ukwY,Youtube,-1
How can you wear a man's stinky pajamas 🤢 all day 🤮,N S,1687649937.0,TpwGmyLf2Jk,Youtube,-1
"@complex Why did you stick around so long if you hate her? Sounds like a you problem, maybe don’t marry someone without living or knowing them before hand. It’s just money, freedom and sanity are better trade offs. Also alimony isn’t something that is just given to your spouse. You have to be together for a long time or have other reasons to receive it, such as being a stay at home parent to your children. My mom got it because she has been with him for 20+ years and ran half his business. She only gets 600$ a month while he makes 6 figures…",Allison Erica C,1694108002.0,RC1919tTab0,Youtube,0
"Here we go, all the self diagnosers 😟",Asa,1658661811.0,MXAUwEVIL7E,Youtube,0
Me,Sara Naeem,1658569479.0,MXAUwEVIL7E,Youtube,0
just realized i have ocd :D,Raven Wilde,1671193265.0,GqgRCPs1bdo,Youtube,0
This is true but both is me and I get made fun of sometimes but I usually don't care,@brook123,1690396436.0,jqffqAJRRLY,Youtube,0
🤦😂😂😂😎,@Gepetto.28,1677802388.0,qt2Bpryqnv0,Youtube,0
I really feel you,just chill,1670825222.0,GqgRCPs1bdo,Youtube,0
Wow I thought I was finally ok but I admit this is exactly what I've been feeling the last year😢,Lakeia Burgess,1697174631.0,iiHAnwJo69g,Youtube,0
What happened with your diagnosis?,WickedTomahawk,1698562523.0,PGu2-QOfLBA,Youtube,0
i love this it’s so sweet,PAYTON,1664858284.0,-gCSzvsCWCU,Youtube,0
Вырожденцы.,19 87,1681959688.0,BcKuX6TV1To,Youtube,0
"Alice had a dream, and the story was written by an autistic dude for kids because he preferred to hang out with kids than adults.",Aleksandra Makari,1692294697.0,QZYfVcw9gmU,Youtube,0
"Well shoot, I'm all those signs 😅",Miss Understood,1693092173.0,LaVUX5bHz9Y,Youtube,0
I never knew I had this disorder until now,Eylem Kati,1682947923.0,d9JVGzdcWRQ,Youtube,0
Hi I don’t want to be rude but how dose autism work I don’t want to be rude or anything,Froggy,1667037691.0,-gCSzvsCWCU,Youtube,0
"@RiverDoesTheThingbpd is a personality disorder. although personality and mood disorders are similar, there are key differences in actual behavior and motivation. but they can present similar symptoms (like depression, grandiosity during mania, anger issues)",420chuu,1693097791.0,jUF1K9rsh9o,Youtube,0
"Haven't had a relationship that lastet longer than 3 or 4 months until I broke up because it was so boring and lost feelings for them. I just gave up on relationships all together because of my anxiety and being afraid of getting in that ""damn now it's boring and I have to hurt that person by breaking up"" situation again 😅",emx,1666408307.0,ao9QHIrU3_Y,Youtube,0
You are amazing and you will always be amazing no matter what you go through #staystrong ❤,Sofie🩷you,1674020754.0,Tyq492QJOkw,Youtube,0
Do you all play the piano?,Valerie Complex,1683295017.0,2GHRJva4ixY,Youtube,0
Not the post for it,Catrainbows,1674133811.0,Tyq492QJOkw,Youtube,0
"Dr Julie , read ur bible 🙏🏻",SM,1694738783.0,LaVUX5bHz9Y,Youtube,0
Im starting to wonder if i have adhd more and more,MileoTheArtski,1675542590.0,erbXyUpLVus,Youtube,0
Don’t worry just keep going don’t stop you’ll make it love ❤❤,Imrana Quraishy,1674177257.0,Tyq492QJOkw,Youtube,0
"Me realizing I might have ocd from watching this
👁️👄👁️",cinnamon roll,1671013772.0,GqgRCPs1bdo,Youtube,0
When I was in a regular class (I’m now in a special Ed class) I’ve always gotten the same sheet of homework. I pretty much failed all my classes-,Olivia,1673789103.0,o7l9oVurnms,Youtube,0
I have ocd it sucks,ItMeLitaaa,1670945382.0,GqgRCPs1bdo,Youtube,0
Looks like lil mabu,@JaybellaBiondi-tf7wd,1690596955.0,2uE8YsXdloA,Youtube,-1
I wanna be his friend.he seem like positive vibes,celebrity gossip,1693892542.0,l2KuxKGImMw,Youtube,0
Wtf wrongs with him,Aidin,1668634857.0,BcKuX6TV1To,Youtube,0
Me being born no i choose both,YVONNE JAMES,1698684581.0,GqgRCPs1bdo,Youtube,0
This is sad,Moon_light,1665901734.0,XEARfmD4yHs,Youtube,0
I understand my sister is autistic,Millie Butcher,1665859815.0,-gCSzvsCWCU,Youtube,0
❤❤❤,Otilia Roman,1693434908.0,0I4leK5RS8g,Youtube,-1
🙋‍♀️,specificss,1677162898.0,GqgRCPs1bdo,Youtube,0
"Here's the thing... Women find men with vulnerabilities unattractive and not dependable. Yet when we do make ourselves strong and without vulnerabilities you see us an non empathetic and as toxic masculinity.

You want us to be dependable by ""manning up"" yet have vulnerabilities to be emotional with you, but you find it concerning that it's not masculine either.

When you do find one that is like that, you find someone who is a emotional wreck of a human being that's insane. Also reasons why women like bad guys. 

No judgment.",The Lonely Pigeon,1688517914.0,ZwO0rervo8o,Youtube,0
She's such a precious little girl she's so cute! It's harmless right now but I would watch her when she's older. My friend has autism as well and used his hair to stim and would twist this little tuft of his hair but eventually he accidentally pulled a huge chunk of his hair out from his head. Love your videos!,Flameco Chan,1674587854.0,-gCSzvsCWCU,Youtube,0
If i touch something with my right hand 2 times i always touch it with my left hand 2 times,ThunderPampers,1674675907.0,GqgRCPs1bdo,Youtube,0
What's most important now is for the fool to be declared ineligible to run for president.,David Tice,1688301404.0,JGw_BzwtqtM,Youtube,0
You’re gorgeous and you deserve to treat yourself better. It won’t get better until you fight back.,The Whole Cake,1674027354.0,Tyq492QJOkw,Youtube,0
U should not be G🙂,Dr.D Orno,1668818733.0,PpnNuWtjdwA,Youtube,0
I’ll never understand how someone so smart could believe in something so ridiculous as organized religion. He applies logic to everything he believes in except religion.,Mr.J,1679530226.0,6tTr9dn9bQc,Youtube,0
this is very relatable as my sister has those behaviours my parents dont seem to believe it but she does have OCD... we are still trying to find a cure from doctors since last week most of the doctors either dont have a cure or it is not effective.,ButterFlie,1671048439.0,GqgRCPs1bdo,Youtube,0
@Vincent Padovano ok,Cheetah shell☺︎,1689824898.0,lM25nX9ndoI,Youtube,0
A whole generation is kookoo,Ravel1299,1666919722.0,BcKuX6TV1To,Youtube,0
amen,George,1686449489.0,YEH73NCYX34,Youtube,0
"Yo, she just explained me, pog
5/5! I got 100%",CoalBee1126,1658727198.0,MXAUwEVIL7E,Youtube,0
Same…,ThatGuyDownTheBlock,1675061942.0,HpESXb-KXrU,Youtube,0
I'm so sorry ❤️‍🩹 u can do this,Hrny,1674056993.0,Tyq492QJOkw,Youtube,0
Laws should be in every state ... no drinking no smoking no gambling and no marijuana under the age of 21..but read on,Psm Tingley,1684245658.0,8g5shmI0bJ8,Youtube,0
Yall know Alice isn't even a disney princess,Best of the Beck,1689657970.0,QZYfVcw9gmU,Youtube,0
Amén !,Sonia Marshall,1675903928.0,ih_t7x9LYLE,Youtube,0
"Meanwhile I am autistic, preferably walk barefoot and will devour anything I am not allergic to that isnt spicy or contains cheese (I hate cheese). And everyone has gastrointestinal  issues. Literally everyone. I hate generalization.",Wooper loves BTS,1695941985.0,fz6dbtnwEi0,Youtube,0
Do sensory videos work,Orionis_,1664867710.0,-gCSzvsCWCU,Youtube,0
Me being Asian confused how you wear cloths to pretend to be asian,WerewolfxStoner,1689980816.0,HPc0nOxEmF0,Youtube,0
I just don’t go to school because they don’t take attendance (except labs). I study everything at home and I can tell you I just aced a bell ringer exam today ;),Momo from ATLA,1646343496.0,2n-GS8LUddU,Youtube,0
Paddy isnt my fav but what he said was on point,LMACK,1671360323.0,hqpJBhkFKcU,Youtube,0
"U CLEARLY haven't went thru it just because u saw others that have.  It's not JUST about weight coz no matter how much weight u lose, it's never enough!
U don't just stop coz u hit ur goal weight, so it's not about weight!!",Avery,1664271929.0,kzSiaYXuDaU,Youtube,0
i appreciate knowing i’m not the only one who makes whale sounds at my depression messes.,Maylien _,1672304942.0,6RaXv-m8K9U,Youtube,0
Please can you do ADD? thanks💕,Azeretis,1672108433.0,GqgRCPs1bdo,Youtube,0
I didn’t meet u or know who u are but I already know you are a very cute nice person love u keep on surviving u can do it love you-!!!,S͎k͎e͎l͎l͎y͎-͎C͎h͎a͎n͎,1674024397.0,Tyq492QJOkw,Youtube,0
"Antiwhite grievance robbery is not about the pretext. It's about victimizing White people who had nothing to do with the supposed grievance.<br><br>The antiwhite narrative that the West is setup to benefit Westernkind is fiction.<span class=""truncated""><br><br>Only White people are victimized by society. No exception.<br><br>Antiwhitism is the only evil that's legal because antiwhites are in control.</span> <span>[show&nbsp;more]</span>",,1694522721.0,F6012JACHo93,Bitchute,0
First of all Alice is not a princess and it was a dream and also none of them really correct because Ariel just likes the human world and Bell had many opportunities to escape even sometimes the beast supported it,Christina Virgilio,1689087324.0,QZYfVcw9gmU,Youtube,0
So true,Terry Sanders,1661317285.0,jUF1K9rsh9o,Youtube,0
"Already knew it, but Ive probably a mood disorder (bipolair) while I always thought it was just my ADHD. Kept telling myself, no no must be my adhd",Silke Lankveld,1698262817.0,jUF1K9rsh9o,Youtube,0
❤❤❤🙏💋💋💋🎉🥳,Char Vitale,1690006603.0,l2KuxKGImMw,Youtube,0
can you please tell me how to control this adhd?,yoongi-ah~😑,1670685601.0,GqgRCPs1bdo,Youtube,0
Oh i did not think of that. Yea its a good fucking idea to just stop being depressed how did i not think of that,@Lazykatsumi,1666210783.0,Y9vz81tot1c,Youtube,-1
"As someone who my brother quoted to his therapist saying, ""Well life isn't supposed to be fun. It's just getting through the day, every day, until one day it's finally over"" when I was 16.. yeah... Been feeling this my whole life.",EmoRainbow,1697533767.0,iiHAnwJo69g,Youtube,0
Right when my mom yelled at me I cried too ❤,Tina Valandingham,1697650322.0,XEARfmD4yHs,Youtube,0
"​, what about it? Biden is not the one being  investigated,",Fede car,1687971427.0,JGw_BzwtqtM,Youtube,0
Not the protest nod 🫢🫢,Ria Nadon,1679536931.0,8e8lN2GvYv0,Youtube,0
"Yes, it is not true that our brain can ""talk to us"", tell us to harm ourselves or do something else stupid, no, it is always another entity talking to you.",Niko Kapanen,1682694845.0,Szew595ukwY,Youtube,-1
Thank you for sharing this video,Susan Campos,1682418215.0,qCthXuL1yZU,Youtube,0
"You don't know this person, so you don't know whether or not her child has been diagnosed with anything. Why are you so quick to judge?",Makaroni,1667378553.0,-gCSzvsCWCU,Youtube,0
